_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,flow,transition,target_participant_id,group_id,round_index,counted_rounds,rounds_required,status,role,roles,offer,decision,deadline,feedback_until,last_round,total_score,totals,timeout_count,max_timeouts,completion_reason,coin_value_dollars,batch_id,treatment
{},{},138,2026-06-19 22:16:07,False,,,GameTrial,75,64,,True,75,43,124,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 43, ""group_id"": 21, ""participant_id"": 43, ""round_index"": 26, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""32"": ""proposer"", ""43"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 26, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""43"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""32"": 5, ""43"": 5}, ""totals"": {""32"": 125, ""43"": 125}}, ""total_score"": 125, ""totals"": {""32"": 125, ""43"": 125}, ""timeout_count"": 1, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,851,,,301.64,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,43.0,21.0,26.0,25.0,25.0,complete,responder,"{""32"": ""proposer"", ""43"": ""responder""}",5.0,accept,,,"{""round_index"": 26, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""43"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""32"": 5, ""43"": 5}, ""totals"": {""32"": 125, ""43"": 125}}",125.0,"{""32"": 125, ""43"": 125}",1.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},142,2026-06-19 22:16:42,False,,,GameTrial,77,65,,True,77,44,131,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 44, ""group_id"": 22, ""participant_id"": 44, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""payoffs"": {""44"": 0, ""45"": 0}, ""totals"": {""44"": 36, ""45"": 44}}, ""total_score"": 36, ""totals"": {""44"": 36, ""45"": 44}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,870,,,279.99699999999996,106.5,256.5,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,44.0,22.0,25.0,25.0,25.0,complete,proposer,"{""44"": ""proposer"", ""45"": ""responder""}",1.0,reject,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""payoffs"": {""44"": 0, ""45"": 0}, ""totals"": {""44"": 36, ""45"": 44}}",36.0,"{""44"": 36, ""45"": 44}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},143,2026-06-19 22:16:42,False,,,GameTrial,77,65,,True,77,45,132,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 45, ""group_id"": 22, ""participant_id"": 45, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""payoffs"": {""44"": 0, ""45"": 0}, ""totals"": {""44"": 36, ""45"": 44}}, ""total_score"": 44, ""totals"": {""44"": 36, ""45"": 44}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,869,,,280.262,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,45.0,22.0,25.0,25.0,25.0,complete,responder,"{""44"": ""proposer"", ""45"": ""responder""}",1.0,reject,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""44"": ""proposer"", ""45"": ""responder""}, ""offer"": 1, ""decision"": ""reject"", ""payoffs"": {""44"": 0, ""45"": 0}, ""totals"": {""44"": 36, ""45"": 44}}",44.0,"{""44"": 36, ""45"": 44}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},148,2026-06-19 22:17:35,False,,,GameTrial,79,66,,True,79,47,137,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 47, ""group_id"": 23, ""participant_id"": 47, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""46"": 5, ""47"": 5}, ""totals"": {""46"": 125, ""47"": 125}}, ""total_score"": 125, ""totals"": {""46"": 125, ""47"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,863,,,222.033,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,47.0,23.0,25.0,25.0,25.0,complete,proposer,"{""46"": ""responder"", ""47"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""46"": 5, ""47"": 5}, ""totals"": {""46"": 125, ""47"": 125}}",125.0,"{""46"": 125, ""47"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},149,2026-06-19 22:17:35,False,,,GameTrial,79,66,,True,79,46,136,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 46, ""group_id"": 23, ""participant_id"": 46, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""46"": 5, ""47"": 5}, ""totals"": {""46"": 125, ""47"": 125}}, ""total_score"": 125, ""totals"": {""46"": 125, ""47"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,862,,,222.559,115.0,265.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,46.0,23.0,25.0,25.0,25.0,complete,responder,"{""46"": ""responder"", ""47"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""46"": ""responder"", ""47"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""46"": 5, ""47"": 5}, ""totals"": {""46"": 125, ""47"": 125}}",125.0,"{""46"": 125, ""47"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},168,2026-06-19 22:19:25,False,,,GameTrial,83,67,,True,83,50,144,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 50, ""group_id"": 24, ""participant_id"": 50, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""48"": 6, ""50"": 4}, ""totals"": {""48"": 139, ""50"": 101}}, ""total_score"": 101, ""totals"": {""48"": 139, ""50"": 101}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,914,,,240.98200000000003,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,50.0,24.0,25.0,25.0,25.0,complete,responder,"{""48"": ""proposer"", ""50"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""48"": 6, ""50"": 4}, ""totals"": {""48"": 139, ""50"": 101}}",101.0,"{""48"": 139, ""50"": 101}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},169,2026-06-19 22:19:25,False,,,GameTrial,83,67,,True,83,48,143,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 48, ""group_id"": 24, ""participant_id"": 48, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""48"": 6, ""50"": 4}, ""totals"": {""48"": 139, ""50"": 101}}, ""total_score"": 139, ""totals"": {""48"": 139, ""50"": 101}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,913,,,242.057,218.5,368.5,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,48.0,24.0,25.0,25.0,25.0,complete,proposer,"{""48"": ""proposer"", ""50"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""48"": ""proposer"", ""50"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""48"": 6, ""50"": 4}, ""totals"": {""48"": 139, ""50"": 101}}",139.0,"{""48"": 139, ""50"": 101}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},189,2026-06-19 22:21:19,False,,,GameTrial,85,68,,True,85,51,148,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 51, ""group_id"": 25, ""participant_id"": 51, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""49"": 5, ""51"": 5}, ""totals"": {""49"": 90, ""51"": 90}}, ""total_score"": 90, ""totals"": {""49"": 90, ""51"": 90}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,926,,,233.259,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,51.0,25.0,25.0,25.0,25.0,complete,proposer,"{""49"": ""responder"", ""51"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""49"": 5, ""51"": 5}, ""totals"": {""49"": 90, ""51"": 90}}",90.0,"{""49"": 90, ""51"": 90}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},190,2026-06-19 22:21:19,False,,,GameTrial,85,68,,True,85,49,149,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 49, ""group_id"": 25, ""participant_id"": 49, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""49"": 5, ""51"": 5}, ""totals"": {""49"": 90, ""51"": 90}}, ""total_score"": 90, ""totals"": {""49"": 90, ""51"": 90}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,927,,,231.268,242.0,392.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,49.0,25.0,25.0,25.0,25.0,complete,responder,"{""49"": ""responder"", ""51"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""49"": ""responder"", ""51"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""49"": 5, ""51"": 5}, ""totals"": {""49"": 90, ""51"": 90}}",90.0,"{""49"": 90, ""51"": 90}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},208,2026-06-19 22:23:31,False,,,GameTrial,89,69,,True,89,54,153,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 54, ""group_id"": 26, ""participant_id"": 54, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""52"": 3, ""54"": 7}, ""totals"": {""52"": 68, ""54"": 162}}, ""total_score"": 162, ""totals"": {""52"": 68, ""54"": 162}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,938,,,246.347,99.5,249.5,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,54.0,26.0,25.0,25.0,25.0,complete,responder,"{""52"": ""proposer"", ""54"": ""responder""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""52"": 3, ""54"": 7}, ""totals"": {""52"": 68, ""54"": 162}}",162.0,"{""52"": 68, ""54"": 162}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},209,2026-06-19 22:23:31,False,,,GameTrial,89,69,,True,89,52,154,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 52, ""group_id"": 26, ""participant_id"": 52, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""52"": 3, ""54"": 7}, ""totals"": {""52"": 68, ""54"": 162}}, ""total_score"": 68, ""totals"": {""52"": 68, ""54"": 162}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,939,,,244.878,218.0,368.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,52.0,26.0,25.0,25.0,25.0,complete,proposer,"{""52"": ""proposer"", ""54"": ""responder""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""52"": ""proposer"", ""54"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""52"": 3, ""54"": 7}, ""totals"": {""52"": 68, ""54"": 162}}",68.0,"{""52"": 68, ""54"": 162}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},214,2026-06-19 22:28:05,False,,,GameTrial,92,70,,True,92,56,161,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 56, ""group_id"": 27, ""participant_id"": 56, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""55"": 5, ""56"": 5}, ""totals"": {""55"": 71, ""56"": 69}}, ""total_score"": 69, ""totals"": {""55"": 71, ""56"": 69}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1002,,,291.932,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,56.0,27.0,25.0,25.0,25.0,complete,proposer,"{""55"": ""responder"", ""56"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""55"": 5, ""56"": 5}, ""totals"": {""55"": 71, ""56"": 69}}",69.0,"{""55"": 71, ""56"": 69}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},215,2026-06-19 22:28:05,False,,,GameTrial,92,70,,True,92,55,159,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 55, ""group_id"": 27, ""participant_id"": 55, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""55"": 5, ""56"": 5}, ""totals"": {""55"": 71, ""56"": 69}}, ""total_score"": 71, ""totals"": {""55"": 71, ""56"": 69}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1003,,,290.577,115.0,265.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,55.0,27.0,25.0,25.0,25.0,complete,responder,"{""55"": ""responder"", ""56"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""55"": ""responder"", ""56"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""55"": 5, ""56"": 5}, ""totals"": {""55"": 71, ""56"": 69}}",71.0,"{""55"": 71, ""56"": 69}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},231,2026-06-19 22:32:19,False,,,GameTrial,93,71,,True,93,58,167,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 58, ""group_id"": 28, ""participant_id"": 58, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""58"": 5, ""59"": 5}, ""totals"": {""58"": 125, ""59"": 125}}, ""total_score"": 125, ""totals"": {""58"": 125, ""59"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1031,,,190.341,179.0,329.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,58.0,28.0,25.0,25.0,25.0,complete,proposer,"{""58"": ""proposer"", ""59"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""58"": 5, ""59"": 5}, ""totals"": {""58"": 125, ""59"": 125}}",125.0,"{""58"": 125, ""59"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},232,2026-06-19 22:32:19,False,,,GameTrial,93,71,,True,93,59,168,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 59, ""group_id"": 28, ""participant_id"": 59, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""58"": 5, ""59"": 5}, ""totals"": {""58"": 125, ""59"": 125}}, ""total_score"": 125, ""totals"": {""58"": 125, ""59"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1032,,,190.457,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,59.0,28.0,25.0,25.0,25.0,complete,responder,"{""58"": ""proposer"", ""59"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""58"": ""proposer"", ""59"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""58"": 5, ""59"": 5}, ""totals"": {""58"": 125, ""59"": 125}}",125.0,"{""58"": 125, ""59"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},252,2026-06-19 22:36:34,False,,,GameTrial,96,72,,True,96,63,178,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 63, ""group_id"": 30, ""participant_id"": 63, ""round_index"": 26, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 26, ""skipped"": false, ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""53"": 5, ""63"": 5}, ""totals"": {""53"": 88, ""63"": 92}}, ""total_score"": 92, ""totals"": {""53"": 88, ""63"": 92}, ""timeout_count"": 1, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1147,,,320.019,98.0,248.0,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,63.0,30.0,26.0,25.0,25.0,complete,proposer,"{""53"": ""responder"", ""63"": ""proposer""}",5.0,accept,,,"{""round_index"": 26, ""skipped"": false, ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""53"": 5, ""63"": 5}, ""totals"": {""53"": 88, ""63"": 92}}",92.0,"{""53"": 88, ""63"": 92}",1.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
{},{},253,2026-06-19 22:36:34,False,,,GameTrial,96,72,,True,96,53,177,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 53, ""group_id"": 30, ""participant_id"": 53, ""round_index"": 26, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 26, ""skipped"": false, ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""53"": 5, ""63"": 5}, ""totals"": {""53"": 88, ""63"": 92}}, ""total_score"": 88, ""totals"": {""53"": 88, ""63"": 92}, ""timeout_count"": 1, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,1148,,,323.125,98.5,248.5,150.0,0.2944862155388471,0.6704260651629073,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,53.0,30.0,26.0,25.0,25.0,complete,responder,"{""53"": ""responder"", ""63"": ""proposer""}",5.0,accept,,,"{""round_index"": 26, ""skipped"": false, ""roles"": {""53"": ""responder"", ""63"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""53"": 5, ""63"": 5}, ""totals"": {""53"": 88, ""63"": 92}}",88.0,"{""53"": 88, ""63"": 92}",1.0,5.0,Completed all counted rounds.,0.005,batch-061902,constant
