treatment,batch_id,group_id,round_index,offer,decision,rejected,fairness,efficiency
constant,batch-061901,5,14,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,5,15,5,accept,False,1.0,10.0
constant,batch-061901,5,16,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,5,17,9,accept,False,0.1111111111111111,10.0
constant,batch-061901,5,18,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,5,19,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,5,20,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,5,21,5,accept,False,1.0,10.0
constant,batch-061901,5,22,0,accept,False,0.0,10.0
constant,batch-061901,5,23,10,accept,False,0.0,10.0
constant,batch-061901,5,24,5,accept,False,1.0,10.0
constant,batch-061901,5,25,5,accept,False,1.0,10.0
constant,batch-061901,5,26,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,6,1,5,accept,False,1.0,10.0
constant,batch-061901,6,2,5,accept,False,1.0,10.0
constant,batch-061901,6,3,5,accept,False,1.0,10.0
constant,batch-061901,6,4,5,accept,False,1.0,10.0
constant,batch-061901,6,5,5,accept,False,1.0,10.0
constant,batch-061901,6,6,5,accept,False,1.0,10.0
constant,batch-061901,6,7,5,accept,False,1.0,10.0
constant,batch-061901,6,8,5,accept,False,1.0,10.0
constant,batch-061901,6,9,5,accept,False,1.0,10.0
constant,batch-061901,6,10,5,accept,False,1.0,10.0
constant,batch-061901,6,11,5,accept,False,1.0,10.0
constant,batch-061901,6,12,5,accept,False,1.0,10.0
constant,batch-061901,6,13,5,accept,False,1.0,10.0
constant,batch-061901,6,14,5,accept,False,1.0,10.0
constant,batch-061901,6,15,5,accept,False,1.0,10.0
constant,batch-061901,6,16,5,accept,False,1.0,10.0
constant,batch-061901,6,17,5,accept,False,1.0,10.0
constant,batch-061901,6,18,5,accept,False,1.0,10.0
constant,batch-061901,6,19,5,accept,False,1.0,10.0
constant,batch-061901,6,20,5,accept,False,1.0,10.0
constant,batch-061901,6,21,5,accept,False,1.0,10.0
constant,batch-061901,6,22,5,accept,False,1.0,10.0
constant,batch-061901,6,23,5,accept,False,1.0,10.0
constant,batch-061901,6,24,5,accept,False,1.0,10.0
constant,batch-061901,6,25,5,accept,False,1.0,10.0
constant,batch-061901,8,1,5,accept,False,1.0,10.0
constant,batch-061901,8,2,5,accept,False,1.0,10.0
constant,batch-061901,8,3,4,reject,True,,0.0
constant,batch-061901,8,4,5,accept,False,1.0,10.0
constant,batch-061901,8,5,4,reject,True,,0.0
constant,batch-061901,8,6,4,reject,True,,0.0
constant,batch-061901,8,7,4,reject,True,,0.0
constant,batch-061901,8,8,5,accept,False,1.0,10.0
constant,batch-061901,8,9,5,accept,False,1.0,10.0
constant,batch-061901,8,10,5,accept,False,1.0,10.0
constant,batch-061901,8,11,5,accept,False,1.0,10.0
constant,batch-061901,8,12,5,accept,False,1.0,10.0
constant,batch-061901,8,13,5,accept,False,1.0,10.0
constant,batch-061901,8,14,5,accept,False,1.0,10.0
constant,batch-061901,8,15,5,accept,False,1.0,10.0
constant,batch-061901,8,16,5,accept,False,1.0,10.0
constant,batch-061901,8,17,5,accept,False,1.0,10.0
constant,batch-061901,8,18,5,accept,False,1.0,10.0
constant,batch-061901,8,19,5,accept,False,1.0,10.0
constant,batch-061901,8,20,5,accept,False,1.0,10.0
constant,batch-061901,8,21,5,accept,False,1.0,10.0
constant,batch-061901,8,22,5,accept,False,1.0,10.0
constant,batch-061901,8,23,5,accept,False,1.0,10.0
constant,batch-061901,8,24,5,accept,False,1.0,10.0
constant,batch-061901,8,25,5,accept,False,1.0,10.0
constant,batch-061901,7,1,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,7,2,5,accept,False,1.0,10.0
constant,batch-061901,7,3,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,7,4,5,accept,False,1.0,10.0
constant,batch-061901,7,5,5,accept,False,1.0,10.0
constant,batch-061901,7,6,5,accept,False,1.0,10.0
constant,batch-061901,7,7,5,accept,False,1.0,10.0
constant,batch-061901,7,8,5,accept,False,1.0,10.0
constant,batch-061901,7,9,5,accept,False,1.0,10.0
constant,batch-061901,7,10,5,accept,False,1.0,10.0
constant,batch-061901,7,11,5,accept,False,1.0,10.0
constant,batch-061901,7,12,5,accept,False,1.0,10.0
constant,batch-061901,7,13,5,accept,False,1.0,10.0
constant,batch-061901,7,14,5,accept,False,1.0,10.0
constant,batch-061901,7,15,5,accept,False,1.0,10.0
constant,batch-061901,7,16,5,accept,False,1.0,10.0
constant,batch-061901,7,17,5,accept,False,1.0,10.0
constant,batch-061901,7,18,5,accept,False,1.0,10.0
constant,batch-061901,7,19,5,accept,False,1.0,10.0
constant,batch-061901,7,20,5,accept,False,1.0,10.0
constant,batch-061901,7,21,5,accept,False,1.0,10.0
constant,batch-061901,7,22,5,accept,False,1.0,10.0
constant,batch-061901,7,23,5,accept,False,1.0,10.0
constant,batch-061901,7,24,5,accept,False,1.0,10.0
constant,batch-061901,7,25,5,accept,False,1.0,10.0
constant,batch-061901,10,1,5,accept,False,1.0,10.0
constant,batch-061901,10,2,5,accept,False,1.0,10.0
constant,batch-061901,10,3,5,accept,False,1.0,10.0
constant,batch-061901,10,4,5,accept,False,1.0,10.0
constant,batch-061901,10,5,5,accept,False,1.0,10.0
constant,batch-061901,10,6,5,accept,False,1.0,10.0
constant,batch-061901,10,7,5,accept,False,1.0,10.0
constant,batch-061901,10,8,5,accept,False,1.0,10.0
constant,batch-061901,10,9,5,accept,False,1.0,10.0
constant,batch-061901,10,10,5,accept,False,1.0,10.0
constant,batch-061901,10,11,5,accept,False,1.0,10.0
constant,batch-061901,10,12,5,accept,False,1.0,10.0
constant,batch-061901,10,13,5,accept,False,1.0,10.0
constant,batch-061901,10,14,5,accept,False,1.0,10.0
constant,batch-061901,10,15,5,accept,False,1.0,10.0
constant,batch-061901,10,16,5,accept,False,1.0,10.0
constant,batch-061901,10,17,5,accept,False,1.0,10.0
constant,batch-061901,10,18,5,accept,False,1.0,10.0
constant,batch-061901,10,19,5,accept,False,1.0,10.0
constant,batch-061901,10,20,5,accept,False,1.0,10.0
constant,batch-061901,10,21,5,accept,False,1.0,10.0
constant,batch-061901,10,22,5,accept,False,1.0,10.0
constant,batch-061901,10,23,5,accept,False,1.0,10.0
constant,batch-061901,10,24,5,accept,False,1.0,10.0
constant,batch-061901,10,25,10,reject,True,,0.0
constant,batch-061901,11,1,1,reject,True,,0.0
constant,batch-061901,11,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,11,3,1,reject,True,,0.0
constant,batch-061901,11,4,1,reject,True,,0.0
constant,batch-061901,11,5,2,reject,True,,0.0
constant,batch-061901,11,6,1,reject,True,,0.0
constant,batch-061901,11,7,2,reject,True,,0.0
constant,batch-061901,11,8,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,11,9,2,reject,True,,0.0
constant,batch-061901,11,10,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,11,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,12,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,13,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,14,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,15,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,16,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,17,3,reject,True,,0.0
constant,batch-061901,11,18,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,19,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,20,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,21,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,22,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,23,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,24,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,11,25,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,12,1,5,accept,False,1.0,10.0
constant,batch-061901,12,2,4,reject,True,,0.0
constant,batch-061901,12,3,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,12,4,5,reject,True,,0.0
constant,batch-061901,12,5,4,reject,True,,0.0
constant,batch-061901,12,6,5,accept,False,1.0,10.0
constant,batch-061901,12,7,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,12,8,5,accept,False,1.0,10.0
constant,batch-061901,12,9,4,reject,True,,0.0
constant,batch-061901,12,10,4,reject,True,,0.0
constant,batch-061901,12,11,3,reject,True,,0.0
constant,batch-061901,12,12,1,reject,True,,0.0
constant,batch-061901,12,13,5,accept,False,1.0,10.0
constant,batch-061901,12,14,5,accept,False,1.0,10.0
constant,batch-061901,12,15,5,accept,False,1.0,10.0
constant,batch-061901,12,16,5,accept,False,1.0,10.0
constant,batch-061901,12,17,5,accept,False,1.0,10.0
constant,batch-061901,12,18,5,accept,False,1.0,10.0
constant,batch-061901,12,19,5,accept,False,1.0,10.0
constant,batch-061901,12,20,5,accept,False,1.0,10.0
constant,batch-061901,12,21,5,accept,False,1.0,10.0
constant,batch-061901,12,22,5,accept,False,1.0,10.0
constant,batch-061901,12,23,5,accept,False,1.0,10.0
constant,batch-061901,12,24,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,12,25,3,reject,True,,0.0
constant,batch-061901,16,1,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,2,5,accept,False,1.0,10.0
constant,batch-061901,16,3,4,reject,True,,0.0
constant,batch-061901,16,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,5,5,accept,False,1.0,10.0
constant,batch-061901,16,6,4,reject,True,,0.0
constant,batch-061901,16,7,5,accept,False,1.0,10.0
constant,batch-061901,16,8,4,reject,True,,0.0
constant,batch-061901,16,9,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,10,5,accept,False,1.0,10.0
constant,batch-061901,16,11,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,12,5,accept,False,1.0,10.0
constant,batch-061901,16,13,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,14,5,accept,False,1.0,10.0
constant,batch-061901,16,15,5,accept,False,1.0,10.0
constant,batch-061901,16,16,5,accept,False,1.0,10.0
constant,batch-061901,16,17,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,18,5,accept,False,1.0,10.0
constant,batch-061901,16,19,5,accept,False,1.0,10.0
constant,batch-061901,16,20,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,21,5,accept,False,1.0,10.0
constant,batch-061901,16,22,6,accept,False,0.6666666666666666,10.0
constant,batch-061901,16,23,5,accept,False,1.0,10.0
constant,batch-061901,16,24,5,accept,False,1.0,10.0
constant,batch-061901,16,25,5,accept,False,1.0,10.0
constant,batch-061901,18,1,5,accept,False,1.0,10.0
constant,batch-061901,18,2,3,reject,True,,0.0
constant,batch-061901,18,3,4,reject,True,,0.0
constant,batch-061901,18,4,5,accept,False,1.0,10.0
constant,batch-061901,18,5,5,accept,False,1.0,10.0
constant,batch-061901,18,6,5,accept,False,1.0,10.0
constant,batch-061901,18,7,5,accept,False,1.0,10.0
constant,batch-061901,18,8,5,accept,False,1.0,10.0
constant,batch-061901,18,9,5,accept,False,1.0,10.0
constant,batch-061901,18,10,5,accept,False,1.0,10.0
constant,batch-061901,18,11,5,accept,False,1.0,10.0
constant,batch-061901,18,12,5,accept,False,1.0,10.0
constant,batch-061901,18,13,5,accept,False,1.0,10.0
constant,batch-061901,18,14,5,accept,False,1.0,10.0
constant,batch-061901,18,15,5,accept,False,1.0,10.0
constant,batch-061901,18,16,5,accept,False,1.0,10.0
constant,batch-061901,18,17,5,accept,False,1.0,10.0
constant,batch-061901,18,18,5,accept,False,1.0,10.0
constant,batch-061901,18,19,5,accept,False,1.0,10.0
constant,batch-061901,18,20,5,accept,False,1.0,10.0
constant,batch-061901,18,21,5,accept,False,1.0,10.0
constant,batch-061901,18,22,5,accept,False,1.0,10.0
constant,batch-061901,18,23,5,accept,False,1.0,10.0
constant,batch-061901,18,24,5,accept,False,1.0,10.0
constant,batch-061901,18,25,5,accept,False,1.0,10.0
constant,batch-061901,19,1,0,reject,True,,0.0
constant,batch-061901,19,2,0,reject,True,,0.0
constant,batch-061901,19,3,5,accept,False,1.0,10.0
constant,batch-061901,19,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,19,5,5,accept,False,1.0,10.0
constant,batch-061901,19,6,0,reject,True,,0.0
constant,batch-061901,19,7,5,accept,False,1.0,10.0
constant,batch-061901,19,8,5,accept,False,1.0,10.0
constant,batch-061901,19,9,2,accept,False,0.25,10.0
constant,batch-061901,19,10,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,19,11,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,19,12,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,19,13,3,accept,False,0.42857142857142855,10.0
constant,batch-061901,19,14,2,accept,False,0.25,10.0
constant,batch-061901,19,15,5,accept,False,1.0,10.0
constant,batch-061901,19,16,8,accept,False,0.25,10.0
constant,batch-061901,19,17,1,accept,False,0.1111111111111111,10.0
constant,batch-061901,19,18,1,accept,False,0.1111111111111111,10.0
constant,batch-061901,19,19,1,accept,False,0.1111111111111111,10.0
constant,batch-061901,19,20,1,reject,True,,0.0
constant,batch-061901,19,21,1,reject,True,,0.0
constant,batch-061901,19,22,2,accept,False,0.25,10.0
constant,batch-061901,19,23,2,accept,False,0.25,10.0
constant,batch-061901,19,24,0,reject,True,,0.0
constant,batch-061901,19,25,2,accept,False,0.25,10.0
constant,batch-061901,20,1,4,reject,True,,0.0
constant,batch-061901,20,2,5,accept,False,1.0,10.0
constant,batch-061901,20,3,5,accept,False,1.0,10.0
constant,batch-061901,20,4,5,accept,False,1.0,10.0
constant,batch-061901,20,5,5,accept,False,1.0,10.0
constant,batch-061901,20,6,5,accept,False,1.0,10.0
constant,batch-061901,20,7,5,accept,False,1.0,10.0
constant,batch-061901,20,8,5,accept,False,1.0,10.0
constant,batch-061901,20,9,5,accept,False,1.0,10.0
constant,batch-061901,20,10,5,accept,False,1.0,10.0
constant,batch-061901,20,11,5,accept,False,1.0,10.0
constant,batch-061901,20,12,5,accept,False,1.0,10.0
constant,batch-061901,20,13,5,accept,False,1.0,10.0
constant,batch-061901,20,14,5,accept,False,1.0,10.0
constant,batch-061901,20,15,5,accept,False,1.0,10.0
constant,batch-061901,20,16,5,accept,False,1.0,10.0
constant,batch-061901,20,17,5,accept,False,1.0,10.0
constant,batch-061901,20,18,5,accept,False,1.0,10.0
constant,batch-061901,20,19,5,accept,False,1.0,10.0
constant,batch-061901,20,20,5,accept,False,1.0,10.0
constant,batch-061901,20,21,5,accept,False,1.0,10.0
constant,batch-061901,20,22,5,accept,False,1.0,10.0
constant,batch-061901,20,23,5,accept,False,1.0,10.0
constant,batch-061901,20,24,5,accept,False,1.0,10.0
constant,batch-061901,20,25,5,accept,False,1.0,10.0
constant,batch-061901,22,1,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,3,3,reject,True,,0.0
constant,batch-061901,22,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,5,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,6,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,7,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,8,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,9,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,10,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,11,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,12,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,13,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,14,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,15,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,16,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,17,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,18,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,19,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,20,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,21,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,22,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,23,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,24,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,22,25,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,23,1,5,accept,False,1.0,10.0
constant,batch-061901,23,2,5,accept,False,1.0,10.0
constant,batch-061901,23,3,5,accept,False,1.0,10.0
constant,batch-061901,23,4,5,accept,False,1.0,10.0
constant,batch-061901,23,5,5,accept,False,1.0,10.0
constant,batch-061901,23,6,5,accept,False,1.0,10.0
constant,batch-061901,23,7,5,accept,False,1.0,10.0
constant,batch-061901,23,8,5,accept,False,1.0,10.0
constant,batch-061901,23,9,5,accept,False,1.0,10.0
constant,batch-061901,23,10,5,accept,False,1.0,10.0
constant,batch-061901,23,11,5,accept,False,1.0,10.0
constant,batch-061901,23,12,5,accept,False,1.0,10.0
constant,batch-061901,23,13,5,accept,False,1.0,10.0
constant,batch-061901,23,14,5,accept,False,1.0,10.0
constant,batch-061901,23,15,5,accept,False,1.0,10.0
constant,batch-061901,23,16,5,accept,False,1.0,10.0
constant,batch-061901,23,17,5,accept,False,1.0,10.0
constant,batch-061901,23,18,5,accept,False,1.0,10.0
constant,batch-061901,23,19,5,accept,False,1.0,10.0
constant,batch-061901,23,20,5,accept,False,1.0,10.0
constant,batch-061901,23,21,5,accept,False,1.0,10.0
constant,batch-061901,23,22,5,accept,False,1.0,10.0
constant,batch-061901,23,23,5,accept,False,1.0,10.0
constant,batch-061901,23,24,5,accept,False,1.0,10.0
constant,batch-061901,23,25,5,accept,False,1.0,10.0
constant,batch-061901,24,1,5,reject,True,,0.0
constant,batch-061901,24,2,5,accept,False,1.0,10.0
constant,batch-061901,24,3,5,accept,False,1.0,10.0
constant,batch-061901,24,4,5,accept,False,1.0,10.0
constant,batch-061901,24,5,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,24,6,4,reject,True,,0.0
constant,batch-061901,24,7,5,accept,False,1.0,10.0
constant,batch-061901,24,8,4,reject,True,,0.0
constant,batch-061901,24,9,5,accept,False,1.0,10.0
constant,batch-061901,24,10,5,accept,False,1.0,10.0
constant,batch-061901,24,11,5,accept,False,1.0,10.0
constant,batch-061901,24,12,5,accept,False,1.0,10.0
constant,batch-061901,24,13,4,reject,True,,0.0
constant,batch-061901,24,14,4,reject,True,,0.0
constant,batch-061901,24,15,5,accept,False,1.0,10.0
constant,batch-061901,24,16,5,accept,False,1.0,10.0
constant,batch-061901,24,17,5,accept,False,1.0,10.0
constant,batch-061901,24,18,5,accept,False,1.0,10.0
constant,batch-061901,24,19,5,accept,False,1.0,10.0
constant,batch-061901,24,20,5,accept,False,1.0,10.0
constant,batch-061901,24,21,5,accept,False,1.0,10.0
constant,batch-061901,24,22,5,accept,False,1.0,10.0
constant,batch-061901,24,23,5,accept,False,1.0,10.0
constant,batch-061901,24,24,5,accept,False,1.0,10.0
constant,batch-061901,24,25,5,accept,False,1.0,10.0
constant,batch-061901,25,1,5,accept,False,1.0,10.0
constant,batch-061901,25,2,5,accept,False,1.0,10.0
constant,batch-061901,25,3,5,accept,False,1.0,10.0
constant,batch-061901,25,4,5,accept,False,1.0,10.0
constant,batch-061901,25,5,5,accept,False,1.0,10.0
constant,batch-061901,25,6,5,accept,False,1.0,10.0
constant,batch-061901,25,7,5,accept,False,1.0,10.0
constant,batch-061901,25,8,5,accept,False,1.0,10.0
constant,batch-061901,25,9,5,accept,False,1.0,10.0
constant,batch-061901,25,10,5,accept,False,1.0,10.0
constant,batch-061901,25,11,5,accept,False,1.0,10.0
constant,batch-061901,25,12,5,accept,False,1.0,10.0
constant,batch-061901,25,13,5,accept,False,1.0,10.0
constant,batch-061901,25,14,5,accept,False,1.0,10.0
constant,batch-061901,25,15,5,accept,False,1.0,10.0
constant,batch-061901,25,16,5,accept,False,1.0,10.0
constant,batch-061901,25,17,5,accept,False,1.0,10.0
constant,batch-061901,25,18,5,accept,False,1.0,10.0
constant,batch-061901,25,19,5,accept,False,1.0,10.0
constant,batch-061901,25,20,5,accept,False,1.0,10.0
constant,batch-061901,25,21,5,accept,False,1.0,10.0
constant,batch-061901,25,22,5,accept,False,1.0,10.0
constant,batch-061901,25,23,5,accept,False,1.0,10.0
constant,batch-061901,25,24,5,accept,False,1.0,10.0
constant,batch-061901,25,25,5,accept,False,1.0,10.0
constant,batch-061901,26,2,2,reject,True,,0.0
constant,batch-061901,26,3,1,reject,True,,0.0
constant,batch-061901,26,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,26,5,4,accept,False,0.6666666666666666,10.0
constant,batch-061901,26,6,4,reject,True,,0.0
constant,batch-061901,26,7,4,reject,True,,0.0
constant,batch-061901,26,8,5,accept,False,1.0,10.0
constant,batch-061901,26,9,5,accept,False,1.0,10.0
constant,batch-061901,26,10,4,reject,True,,0.0
constant,batch-061901,26,11,5,accept,False,1.0,10.0
constant,batch-061901,26,12,5,accept,False,1.0,10.0
constant,batch-061901,26,13,5,accept,False,1.0,10.0
constant,batch-061901,26,14,4,reject,True,,0.0
constant,batch-061901,26,15,5,reject,True,,0.0
constant,batch-061901,26,16,5,reject,True,,0.0
constant,batch-061901,26,17,6,reject,True,,0.0
constant,batch-061901,26,18,3,reject,True,,0.0
constant,batch-061901,26,19,5,reject,True,,0.0
constant,batch-061901,26,20,4,reject,True,,0.0
constant,batch-061901,26,21,5,reject,True,,0.0
constant,batch-061901,26,22,5,reject,True,,0.0
constant,batch-061901,26,23,5,reject,True,,0.0
constant,batch-061901,26,24,5,reject,True,,0.0
constant,batch-061901,26,25,5,reject,True,,0.0
constant,batch-061901,26,26,5,reject,True,,0.0
constant,batch-061902,1,1,3,reject,True,,0.0
constant,batch-061902,1,2,4,reject,True,,0.0
constant,batch-061902,1,3,5,accept,False,1.0,10.0
constant,batch-061902,1,4,5,accept,False,1.0,10.0
constant,batch-061902,1,5,5,accept,False,1.0,10.0
constant,batch-061902,1,6,5,accept,False,1.0,10.0
constant,batch-061902,1,7,4,reject,True,,0.0
constant,batch-061902,1,8,5,accept,False,1.0,10.0
constant,batch-061902,1,9,5,accept,False,1.0,10.0
constant,batch-061902,1,10,5,accept,False,1.0,10.0
constant,batch-061902,1,11,5,accept,False,1.0,10.0
constant,batch-061902,1,12,5,accept,False,1.0,10.0
constant,batch-061902,1,13,5,accept,False,1.0,10.0
constant,batch-061902,1,14,5,accept,False,1.0,10.0
constant,batch-061902,1,15,5,accept,False,1.0,10.0
constant,batch-061902,1,16,5,accept,False,1.0,10.0
constant,batch-061902,1,17,5,accept,False,1.0,10.0
constant,batch-061902,1,18,5,accept,False,1.0,10.0
constant,batch-061902,1,19,5,accept,False,1.0,10.0
constant,batch-061902,1,20,5,accept,False,1.0,10.0
constant,batch-061902,1,21,5,accept,False,1.0,10.0
constant,batch-061902,1,22,5,accept,False,1.0,10.0
constant,batch-061902,1,23,5,accept,False,1.0,10.0
constant,batch-061902,1,24,5,accept,False,1.0,10.0
constant,batch-061902,1,25,5,accept,False,1.0,10.0
constant,batch-061902,2,1,5,accept,False,1.0,10.0
constant,batch-061902,2,2,5,accept,False,1.0,10.0
constant,batch-061902,2,3,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,4,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,2,5,5,accept,False,1.0,10.0
constant,batch-061902,2,6,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,2,7,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,8,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,9,5,accept,False,1.0,10.0
constant,batch-061902,2,10,9,accept,False,0.1111111111111111,10.0
constant,batch-061902,2,11,5,accept,False,1.0,10.0
constant,batch-061902,2,12,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,13,5,accept,False,1.0,10.0
constant,batch-061902,2,14,5,accept,False,1.0,10.0
constant,batch-061902,2,15,8,accept,False,0.25,10.0
constant,batch-061902,2,16,8,accept,False,0.25,10.0
constant,batch-061902,2,17,5,accept,False,1.0,10.0
constant,batch-061902,2,18,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,19,9,accept,False,0.1111111111111111,10.0
constant,batch-061902,2,20,9,accept,False,0.1111111111111111,10.0
constant,batch-061902,2,21,8,accept,False,0.25,10.0
constant,batch-061902,2,22,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,2,23,9,accept,False,0.1111111111111111,10.0
constant,batch-061902,2,24,5,accept,False,1.0,10.0
constant,batch-061902,2,25,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,3,1,5,accept,False,1.0,10.0
constant,batch-061902,3,2,5,accept,False,1.0,10.0
constant,batch-061902,3,3,5,accept,False,1.0,10.0
constant,batch-061902,3,4,5,accept,False,1.0,10.0
constant,batch-061902,3,5,5,accept,False,1.0,10.0
constant,batch-061902,3,6,5,accept,False,1.0,10.0
constant,batch-061902,3,7,5,accept,False,1.0,10.0
constant,batch-061902,3,8,5,accept,False,1.0,10.0
constant,batch-061902,3,9,5,accept,False,1.0,10.0
constant,batch-061902,3,10,5,accept,False,1.0,10.0
constant,batch-061902,3,11,5,accept,False,1.0,10.0
constant,batch-061902,3,12,5,accept,False,1.0,10.0
constant,batch-061902,3,13,5,accept,False,1.0,10.0
constant,batch-061902,3,14,5,accept,False,1.0,10.0
constant,batch-061902,3,15,5,accept,False,1.0,10.0
constant,batch-061902,3,16,5,accept,False,1.0,10.0
constant,batch-061902,3,17,5,accept,False,1.0,10.0
constant,batch-061902,3,18,5,accept,False,1.0,10.0
constant,batch-061902,3,19,5,accept,False,1.0,10.0
constant,batch-061902,3,20,5,accept,False,1.0,10.0
constant,batch-061902,3,21,5,accept,False,1.0,10.0
constant,batch-061902,3,22,5,accept,False,1.0,10.0
constant,batch-061902,3,23,5,accept,False,1.0,10.0
constant,batch-061902,3,24,5,accept,False,1.0,10.0
constant,batch-061902,3,25,5,accept,False,1.0,10.0
constant,batch-061902,5,1,1,reject,True,,0.0
constant,batch-061902,5,2,2,accept,False,0.25,10.0
constant,batch-061902,5,3,3,reject,True,,0.0
constant,batch-061902,5,4,4,reject,True,,0.0
constant,batch-061902,5,5,4,reject,True,,0.0
constant,batch-061902,5,6,5,accept,False,1.0,10.0
constant,batch-061902,5,7,4,reject,True,,0.0
constant,batch-061902,5,8,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,5,9,10,accept,False,0.0,10.0
constant,batch-061902,5,10,10,accept,False,0.0,10.0
constant,batch-061902,5,11,10,accept,False,0.0,10.0
constant,batch-061902,5,12,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,5,13,4,reject,True,,0.0
constant,batch-061902,5,14,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,5,15,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,5,16,1,reject,True,,0.0
constant,batch-061902,5,17,2,reject,True,,0.0
constant,batch-061902,5,18,1,reject,True,,0.0
constant,batch-061902,5,19,1,reject,True,,0.0
constant,batch-061902,5,20,2,reject,True,,0.0
constant,batch-061902,5,21,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,5,22,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,5,23,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,5,24,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,5,25,1,reject,True,,0.0
constant,batch-061902,8,1,2,accept,False,0.25,10.0
